IDpol,ClaimAmount
510,0.0
512,0.0
514,0.0
517,0.0
519,0.0
521,0.0
527,0.0
530,0.0
532,0.0
536,0.0
539,0.0
542,0.0
545,0.0
546,0.0
548,0.0
550,0.0
551,0.0
554,0.0
555,0.0
558,0.0
561,0.0
563,0.0
565,0.0
567,0.0
569,0.0
571,0.0
573,0.0
574,0.0
577,0.0
578,0.0
581,0.0
582,0.0
584,0.0
588,0.0
590,0.0
592,0.0
594,0.0
596,0.0
598,0.0
599,0.0
602,0.0
603,0.0
606,1840.14
608,0.0
609,0.0
613,0.0
614,0.0
617,0.0
618,0.0
620,0.0
622,1397.97
624,0.0
626,0.0
630,0.0
631,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
640,0.0
642,0.0
644,0.0
646,0.0
647,0.0
648,0.0
651,0.0
653,0.0
654,0.0
657,0.0
659,0.0
661,0.0
662,0.0
666,0.0
668,0.0
670,0.0
671,0.0
676,0.0
677,0.0
679,0.0
680,0.0
681,0.0
685,0.0
687,0.0
688,0.0
692,0.0
694,0.0
696,0.0
698,0.0
700,0.0
702,0.0
704,0.0
706,0.0
708,0.0
709,0.0
711,0.0
714,0.0
715,0.0
717,0.0
719,0.0
722,0.0
723,0.0
724,0.0
726,0.0
730,0.0
731,0.0
732,0.0
734,0.0
738,0.0
739,0.0
742,0.0
745,0.0
746,0.0
748,0.0
750,0.0
754,0.0
755,0.0
756,0.0
758,0.0
759,0.0
762,0.0
765,0.0
768,0.0
769,0.0
771,0.0
772,0.0
773,0.0
776,0.0
778,0.0
780,0.0
782,0.0
784,0.0
785,0.0
789,0.0
790,0.0
793,0.0
795,0.0
798,0.0
799,0.0
802,0.0
805,0.0
807,0.0
809,0.0
811,971.98
813,0.0
816,0.0
818,0.0
820,0.0
822,0.0
827,0.0
829,0.0
830,1442.75
833,0.0
834,0.0
837,0.0
838,0.0
841,0.0
842,0.0
845,0.0
849,0.0
850,0.0
852,0.0
853,0.0
854,0.0
856,0.0
859,0.0
861,0.0
863,0.0
865,0.0
867,0.0
870,0.0
872,0.0
874,0.0
876,0.0
878,0.0
880,0.0
882,0.0
884,0.0
886,0.0
887,0.0
889,0.0
890,0.0
892,0.0
895,0.0
896,0.0
901,0.0
902,0.0
905,0.0
908,0.0
910,0.0
911,0.0
912,0.0
913,0.0
915,0.0
918,0.0
920,0.0
921,0.0
925,0.0
926,0.0
928,0.0
931,0.0
932,0.0
933,0.0
937,0.0
939,0.0
940,0.0
941,0.0
943,0.0
944,0.0
947,0.0
948,0.0
951,0.0
953,0.0
954,0.0
956,0.0
959,0.0
961,0.0
963,0.0
965,0.0
968,0.0
969,0.0
971,0.0
972,0.0
975,637.41
976,0.0
979,0.0
980,0.0
982,0.0
984,0.0
987,0.0
990,0.0
992,0.0
995,0.0
996,0.0
999,0.0
1000,0.0
1003,0.0
1005,0.0
1010,0.0
1014,0.0
1015,0.0
1020,0.0
1021,0.0
1024,0.0
1025,0.0
1028,0.0
1029,0.0
1030,0.0
1032,0.0
1035,0.0
1037,0.0
1039,0.0
1040,0.0
1043,0.0
1045,0.0
1047,0.0
1049,0.0
1052,0.0
1053,0.0
1056,0.0
1057,0.0
1062,0.0
1063,0.0
1066,0.0
1067,0.0
1070,0.0
1073,0.0
1075,0.0
1077,0.0
1079,0.0
1081,0.0
1082,0.0
1083,0.0
1085,0.0
1087,0.0
1088,0.0
1090,0.0
1092,0.0
1094,0.0
1095,0.0
1097,0.0
1098,0.0
1100,0.0
1102,0.0
1104,0.0
1105,0.0
1107,0.0
1109,0.0
1110,0.0
1112,0.0
1113,0.0
1116,0.0
1120,0.0
1121,0.0
1123,0.0
1125,0.0
1129,0.0
1131,0.0
1134,0.0
1136,0.0
1137,0.0
1139,0.0
1140,0.0
1141,0.0
1143,0.0
1144,0.0
1147,0.0
1148,0.0
1151,0.0
1153,0.0
1155,0.0
1158,0.0
1162,0.0
1165,0.0
1166,0.0
1169,0.0
1172,0.0
1174,0.0
1176,0.0
1178,0.0
1180,0.0
1182,0.0
1185,0.0
1187,0.0
1189,0.0
1190,0.0
1192,0.0
1195,0.0
1197,0.0
1200,0.0
1204,0.0
1205,0.0
1207,0.0
1208,0.0
1211,0.0
1212,0.0
1214,0.0
1215,0.0
1216,0.0
1219,0.0
1221,0.0
1223,0.0
1226,3048.98
1228,0.0
1230,0.0
1232,0.0
1235,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1243,0.0
1245,0.0
1246,0.0
1248,0.0
1250,0.0
1253,0.0
1254,0.0
1258,0.0
1260,0.0
1261,0.0
1264,0.0
1265,0.0
1266,0.0
1268,0.0
1270,0.0
1271,0.0
1273,0.0
1275,0.0
1276,0.0
1278,0.0
1282,0.0
1283,0.0
1286,0.0
1287,0.0
1288,0.0
1290,0.0
1292,0.0
1295,0.0
1296,0.0
1297,0.0
1299,0.0
1301,4573.47
1303,0.0
1304,0.0
1306,0.0
1308,0.0
1309,0.0
1311,0.0
1314,0.0
1316,0.0
1318,0.0
1322,0.0
1323,384.77
1325,0.0
1327,0.0
1330,0.0
1333,0.0
1334,0.0
1335,0.0
1337,0.0
1339,0.0
1341,0.0
1344,0.0
1346,0.0
1349,185.98
1351,0.0
1354,0.0
1357,0.0
1358,0.0
1361,0.0
1362,0.0
1364,0.0
1366,0.0
1368,0.0
1370,0.0
1372,0.0
1374,0.0
1376,0.0
1378,0.0
1381,0.0
1383,0.0
1386,0.0
1387,0.0
1389,0.0
1391,0.0
1394,0.0
1397,0.0
1399,0.0
1402,0.0
1403,0.0
1405,0.0
1406,0.0
1407,0.0
1409,0.0
1410,0.0
1412,0.0
1416,0.0
1417,0.0
1419,0.0
1421,0.0
1423,0.0
1425,0.0
1427,0.0
1429,0.0
1430,0.0
1434,0.0
1435,0.0
1437,0.0
1440,0.0
1442,0.0
1445,0.0
1447,0.0
1448,0.0
1450,0.0
1453,0.0
1457,0.0
1458,0.0
1461,0.0
1464,0.0
1466,0.0
1468,0.0
1469,0.0
1472,0.0
1473,0.0
1476,0.0
1478,0.0
1480,0.0
1483,0.0
1486,0.0
1487,0.0
1489,0.0
1490,0.0
1492,0.0
1493,0.0
1495,0.0
1497,0.0
1499,0.0
1503,0.0
1505,0.0
1510,0.0
1513,0.0
1514,0.0
1515,0.0
1517,0.0
1522,0.0
1523,0.0
1525,0.0
1528,0.0
1530,0.0
1531,0.0
1534,671.05
1535,0.0
1537,0.0
1539,0.0
1541,0.0
1542,0.0
1544,0.0
1545,0.0
1547,0.0
1551,0.0
1552,995.2
1552,1845.74
1554,0.0
1558,0.0
1559,0.0
1561,0.0
1563,0.0
1565,0.0
1567,0.0
1569,0.0
1572,0.0
1573,0.0
1576,0.0
1579,0.0
1580,0.0
1582,0.0
1584,0.0
1587,0.0
1590,0.0
1592,0.0
1594,0.0
1596,0.0
1597,0.0
1599,0.0
1601,0.0
1602,0.0
1605,0.0
1608,0.0
1609,0.0
1611,0.0
1613,0.0
1614,0.0
1617,0.0
1619,0.0
1622,0.0
1623,0.0
1625,0.0
1626,0.0
1628,0.0
1629,0.0
1632,0.0
1634,0.0
1637,0.0
1639,0.0
1640,0.0
1642,0.0
1645,0.0
1648,0.0
1649,0.0
1652,0.0
1653,0.0
1658,0.0
1660,0.0
1665,0.0
1668,0.0
1669,724.03
1671,3401.9
1672,0.0
1676,0.0
1677,0.0
1678,0.0
1681,0.0
1683,0.0
1685,0.0
1686,0.0
1689,0.0
1692,0.0
1693,0.0
1696,0.0
1697,0.0
1698,0.0
1700,0.0
1702,0.0
1704,0.0
1707,0.0
1709,0.0
1712,0.0
1716,0.0
1717,0.0
1720,0.0
1723,0.0
1724,0.0
1727,0.0
1729,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1737,0.0
1738,0.0
1739,0.0
1741,2975.68
1743,0.0
1745,0.0
1746,0.0
1752,0.0
1754,0.0
1755,0.0
1758,0.0
1760,0.0
1763,0.0
1764,0.0
1767,0.0
1768,0.0
1769,0.0
1771,0.0
1773,0.0
1775,0.0
1777,0.0
1779,0.0
1781,0.0
1785,0.0
1786,0.0
1787,0.0
1789,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1799,0.0
1801,0.0
1804,0.0
1805,0.0
1807,0.0
1809,0.0
1811,0.0
1812,0.0
1817,0.0
1818,0.0
1820,0.0
1821,0.0
1823,0.0
1825,0.0
1829,0.0
1832,0.0
1836,0.0
1838,0.0
1840,0.0
1842,0.0
1844,0.0
1846,0.0
1848,0.0
1852,0.0
1853,0.0
1856,0.0
1857,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1866,0.0
1868,0.0
1870,1692.29
1876,0.0
1878,0.0
1880,0.0
1883,0.0
1886,0.0
1887,0.0
1889,0.0
1891,0.0
1894,0.0
1895,0.0
1898,0.0
1899,0.0
1901,0.0
1903,0.0
1905,0.0
1906,0.0
1908,0.0
1910,0.0
1913,0.0
1916,0.0
1917,0.0
1919,0.0
1921,0.0
1923,0.0
1925,0.0
1929,0.0
1930,0.0
1933,0.0
1935,0.0
1937,0.0
1940,0.0
1941,0.0
1943,0.0
1944,0.0
1945,0.0
1948,0.0
1949,0.0
1951,0.0
1953,0.0
1954,0.0
1955,0.0
1957,0.0
1959,0.0
1961,0.0
1963,422.05
1964,0.0
1967,76.22
1970,0.0
1973,0.0
1974,0.0
1977,0.0
1978,0.0
1981,0.0
1983,0.0
1986,0.0
1987,0.0
1988,0.0
1991,0.0
1992,0.0
1994,0.0
1995,0.0
1998,0.0
2000,0.0
2002,0.0
2003,0.0
2004,0.0
2007,0.0
2010,0.0
2012,0.0
2014,0.0
2015,0.0
2016,0.0
2019,0.0
2020,0.0
2023,0.0
2024,0.0
2026,0.0
2027,0.0
2029,0.0
2030,0.0
2032,0.0
2035,0.0
2036,0.0
2039,0.0
2041,0.0
2043,0.0
2044,0.0
2049,0.0
2053,0.0
2055,0.0
2056,0.0
2058,704.18
2060,0.0
2062,0.0
2064,0.0
2066,0.0
2067,0.0
2069,0.0
2071,0.0
2073,0.0
2074,0.0
2077,0.0
2080,0.0
2081,0.0
2084,0.0
2085,1469.88
2085,382.4
2087,0.0
2091,0.0
2092,0.0
2094,0.0
2095,0.0
2097,0.0
2098,0.0
2100,0.0
2104,0.0
2106,0.0
2108,0.0
2110,0.0
2112,0.0
2113,0.0
2116,0.0
2118,0.0
2120,0.0
2123,0.0
2125,0.0
2129,0.0
2131,0.0
2134,0.0
2135,0.0
2137,0.0
2142,0.0
2144,0.0
2146,0.0
2148,0.0
2150,0.0
2151,0.0
2154,0.0
2155,0.0
2158,0.0
2161,0.0
2164,0.0
2169,0.0
2171,0.0
2173,0.0
2175,0.0
2176,0.0
2179,0.0
2180,0.0
2183,0.0
2184,0.0
2186,0.0
2187,0.0
2190,0.0
2191,0.0
2194,0.0
2196,0.0
2197,0.0
2199,564.35
2201,0.0
2202,0.0
2205,0.0
2207,0.0
2209,0.0
2211,0.0
2213,0.0
2214,0.0
2217,0.0
2218,0.0
2222,3365.37
2224,0.0
2225,0.0
2226,0.0
2227,0.0
2229,0.0
2230,0.0
2233,0.0
2234,0.0
2235,0.0
2238,0.0
2240,0.0
2241,0.0
2242,0.0
2244,0.0
2246,0.0
2248,0.0
2249,0.0
2251,0.0
2253,0.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2260,0.0
2262,0.0
2263,0.0
2265,0.0
2267,0.0
2269,0.0
2270,0.0
2273,0.0
2274,0.0
2275,0.0
2278,0.0
2280,0.0
2282,0.0
2284,1761.37
2286,0.0
2287,0.0
2290,0.0
2291,0.0
2292,0.0
2295,0.0
2296,0.0
2300,0.0
2301,0.0
2302,0.0
2304,0.0
2305,0.0
2307,0.0
2309,0.0
2311,553.09
2314,0.0
2315,0.0
2318,0.0
2319,0.0
2322,0.0
2323,0.0
2325,0.0
2326,0.0
2328,0.0
2332,0.0
2335,0.0
2337,0.0
2339,0.0
2340,0.0
2342,0.0
2344,0.0
2348,0.0
2350,0.0
2352,0.0
2353,0.0
2355,0.0
2356,0.0
2358,0.0
2360,0.0
2365,0.0
2367,0.0
2370,0.0
2372,0.0
2373,0.0
2375,631.36
2378,0.0
2379,0.0
2382,0.0
2385,0.0
2386,0.0
2389,0.0
2390,0.0
2393,0.0
2395,0.0
2396,0.0
2399,0.0
2401,0.0
2402,0.0
2404,0.0
2405,0.0
2408,0.0
2409,0.0
2410,0.0
2413,0.0
2415,0.0
2418,0.0
2419,0.0
2422,0.0
2424,0.0
2426,0.0
2427,0.0
2428,0.0
2430,0.0
2432,0.0
2435,0.0
2436,0.0
2439,0.0
2440,0.0
2442,0.0
2444,0.0
2445,0.0
2447,0.0
2450,0.0
2452,0.0
2454,0.0
2456,0.0
2458,0.0
2459,0.0
2461,0.0
2462,0.0
2464,0.0
2466,0.0
2468,0.0
2472,0.0
2475,0.0
2476,0.0
2479,0.0
2481,0.0
2483,0.0
2485,0.0
2487,0.0
2491,0.0
2494,0.0
2496,0.0
2499,0.0
2502,0.0
2503,0.0
2505,0.0
2507,0.0
2508,0.0
2512,0.0
2514,0.0
2517,0.0
2518,0.0
2523,0.0
2525,0.0
2526,0.0
2528,0.0
2530,0.0
2531,0.0
2533,0.0
2535,0.0
2537,0.0
2539,0.0
2540,6467.65
2541,0.0
2544,0.0
2546,0.0
2548,0.0
2550,0.0
2555,0.0
2556,0.0
2559,0.0
2560,0.0
2561,0.0
2563,0.0
2566,0.0
2568,0.0
2571,0.0
2574,0.0
2576,0.0
2579,0.0
2581,0.0
2583,0.0
2585,0.0
2587,0.0
2588,0.0
2590,0.0
2591,0.0
2593,0.0
2594,0.0
2595,0.0
2597,0.0
2604,0.0
2606,1322.75
2608,0.0
2609,0.0
2612,0.0
2613,0.0
2616,0.0
2618,0.0
2619,0.0
2621,0.0
2625,0.0
2626,0.0
2630,0.0
2631,0.0
2634,0.0
2635,0.0
2637,0.0
2638,0.0
2641,0.0
2642,0.0
2644,0.0
2646,0.0
2648,0.0
2650,0.0
2652,0.0
2655,0.0
2659,0.0
2661,0.0
2663,0.0
2665,0.0
2667,0.0
2671,0.0
2674,0.0
2675,0.0
2678,0.0
2679,0.0
2682,0.0
2683,0.0
2685,0.0
2686,0.0
2689,885.28
2691,0.0
2692,0.0
2693,0.0
2697,0.0
2699,0.0
2701,0.0
2702,0.0
2705,0.0
2707,0.0
2709,0.0
2712,0.0
2713,0.0
2715,0.0
2717,0.0
2719,0.0
2721,0.0
2722,0.0
2724,0.0
2726,0.0
2728,0.0
2731,0.0
2732,0.0
2735,0.0
2736,0.0
2739,0.0
2740,0.0
2742,0.0
2744,0.0
2746,0.0
2748,0.0
2750,0.0
2753,0.0
2754,0.0
2758,0.0
2759,0.0
2763,0.0
2764,0.0
2765,0.0
2767,0.0
2769,0.0
2770,0.0
2771,0.0
2774,0.0
2776,679.09
2776,8561.02
2778,0.0
2780,0.0
2782,0.0
2784,0.0
2787,0.0
2790,0.0
2793,0.0
2795,0.0
2797,0.0
2799,0.0
2800,0.0
2803,0.0
2804,0.0
2806,0.0
2809,0.0
2812,0.0
2815,0.0
2816,0.0
2819,0.0
2820,0.0
2823,0.0
2824,0.0
2827,0.0
2828,0.0
2831,0.0
2832,0.0
2835,0.0
2836,0.0
2838,0.0
2839,0.0
2842,0.0
2843,0.0
2844,0.0
2845,0.0
2847,0.0
2848,0.0
2851,0.0
2853,0.0
2858,0.0
2859,0.0
2862,0.0
2865,0.0
2866,0.0
2867,0.0
2869,1878.72
2871,0.0
2873,0.0
2874,0.0
2878,0.0
2879,0.0
2882,0.0
2883,0.0
2885,0.0
2887,0.0
2890,0.0
2891,0.0
2894,0.0
2895,0.0
2898,0.0
2899,0.0
2901,0.0
2905,0.0
2907,0.0
2909,0.0
2911,0.0
2913,0.0
2914,0.0
2916,0.0
2918,0.0
2920,0.0
2922,0.0
2924,0.0
2927,0.0
2928,0.0
2933,0.0
2934,0.0
2937,0.0
2939,0.0
2940,0.0
2942,0.0
2943,0.0
2945,0.0
2948,0.0
2949,0.0
2951,0.0
2952,0.0
2955,0.0
2956,0.0
2959,0.0
2960,0.0
2963,0.0
2964,0.0
2966,0.0
2967,0.0
2971,0.0
2974,0.0
2975,0.0
2977,0.0
2979,0.0
2980,0.0
2983,0.0
2984,0.0
2987,0.0
2988,0.0
2994,0.0
2997,0.0
2998,0.0
3000,0.0
3002,0.0
3003,0.0
3004,0.0
3007,0.0
3008,0.0
3011,0.0
3013,0.0
3014,0.0
3017,0.0
3018,0.0
3020,0.0
3023,0.0
3024,0.0
3025,0.0
3027,0.0
3030,0.0
3033,0.0
3034,0.0
3035,0.0
3036,0.0
3040,0.0
3041,0.0
3043,0.0
3048,0.0
3052,0.0
3054,0.0
3057,0.0
3059,0.0
3061,0.0
3064,0.0
3067,0.0
3068,0.0
3071,0.0
3073,0.0
3075,0.0
3077,0.0
3079,0.0
3080,0.0
3082,0.0
3084,0.0
3086,0.0
3088,0.0
3089,0.0
3092,0.0
3093,0.0
3095,0.0
3098,0.0
3100,0.0
3101,0.0
3102,0.0
3103,0.0
3105,0.0
3106,0.0
3110,0.0
3112,0.0
3113,0.0
3115,0.0
3117,0.0
3120,0.0
3122,0.0
3124,0.0
3127,0.0
3128,0.0
3130,0.0
3131,1219.51
3134,0.0
3136,0.0
3138,0.0
3139,0.0
3142,0.0
3145,0.0
3149,0.0
3153,0.0
3155,0.0
3156,0.0
3158,0.0
3159,0.0
3162,0.0
3164,0.0
3166,0.0
3167,0.0
3170,0.0
3171,0.0
3174,0.0
3176,0.0
3178,0.0
3180,0.0
3182,0.0
3184,0.0
3186,0.0
3187,0.0
3189,0.0
3191,0.0
3193,0.0
3195,0.0
3196,0.0
3199,0.0
3200,0.0
3201,0.0
3204,0.0
3206,0.0
3208,0.0
3210,0.0
3212,0.0
3213,0.0
3216,0.0
3217,0.0
3218,0.0
3219,0.0
3222,0.0
3223,0.0
3227,984.07
3230,0.0
3233,0.0
3237,0.0
3239,0.0
3241,0.0
3243,0.0
3245,0.0
3246,0.0
3248,0.0
3250,0.0
3253,0.0
3254,0.0
3257,0.0
3258,0.0
3260,0.0
3262,0.0
3265,0.0
3268,0.0
3270,0.0
3273,0.0
3274,0.0
3277,0.0
3278,0.0
3280,3647.26
3281,0.0
3283,0.0
3285,0.0
3288,0.0
3289,0.0
3293,0.0
3295,0.0
3297,0.0
3298,0.0
3299,0.0
3302,0.0
3305,0.0
3308,0.0
3311,0.0
3312,0.0
3314,0.0
3317,0.0
3320,0.0
3322,0.0
3324,0.0
3325,0.0
3328,0.0
3329,0.0
3332,0.0
3333,0.0
3335,0.0
3337,0.0
3340,0.0
3343,0.0
3346,0.0
3347,0.0
3349,0.0
3351,1183.63
3353,0.0
3355,0.0
3357,0.0
3358,0.0
3361,0.0
3362,4166.79
3365,0.0
3366,0.0
3369,0.0
3370,0.0
3373,0.0
3374,0.0
3377,0.0
3378,0.0
3379,0.0
3381,0.0
3382,0.0
3385,0.0
3386,0.0
3389,0.0
3391,0.0
3395,0.0
3398,0.0
3402,0.0
3405,0.0
3407,1096.52
3409,0.0
3412,0.0
3416,0.0
3418,0.0
3420,0.0
3422,0.0
3424,0.0
3427,0.0
3428,0.0
3429,0.0
3432,0.0
3434,0.0
3437,0.0
3438,0.0
3439,0.0
3441,0.0
3443,0.0
3445,0.0
3446,0.0
3447,0.0
3449,0.0
3451,0.0
3453,0.0
3455,0.0
3456,0.0
3459,0.0
3462,0.0
3465,0.0
3466,0.0
3468,235.64
3468,556.14
3471,0.0
3474,0.0
3477,0.0
3480,0.0
3481,0.0
3486,0.0
3488,0.0
3490,0.0
3493,0.0
3494,0.0
3495,0.0
3499,0.0
3502,0.0
3505,0.0
3508,0.0
3509,0.0
3511,0.0
3514,0.0
3520,0.0
3523,0.0
3526,0.0
3527,0.0
3529,0.0
3530,0.0
3531,0.0
3533,0.0
3534,0.0
3536,0.0
3538,0.0
3539,0.0
3541,0.0
3543,0.0
3547,0.0
3549,0.0
3551,0.0
3554,0.0
3555,0.0
3556,0.0
3558,0.0
3561,0.0
3563,0.0
3566,0.0
3571,0.0
3572,0.0
3574,0.0
3575,0.0
3576,0.0
3579,0.0
3580,0.0
3582,0.0
3583,0.0
3585,0.0
3587,0.0
3589,0.0
3591,0.0
3593,0.0
3596,0.0
3597,0.0
3598,0.0
3601,0.0
3602,0.0
3605,0.0
3607,0.0
3608,0.0
3609,0.0
3611,0.0
3614,0.0
3617,0.0
3619,0.0
3621,0.0
3624,0.0
3626,0.0
3628,0.0
3631,0.0
3633,0.0
3634,0.0
3635,0.0
3637,0.0
3640,0.0
3641,0.0
3643,0.0
3645,0.0
3647,0.0
3649,0.0
3652,0.0
3655,0.0
3657,0.0
3659,0.0
3661,0.0
3663,0.0
3665,0.0
3666,0.0
3671,0.0
3673,0.0
3675,0.0
3677,0.0
3679,0.0
3683,0.0
3686,0.0
3689,0.0
3691,0.0
3692,0.0
3694,0.0
3696,0.0
3700,0.0
3704,0.0
3707,0.0
3710,0.0
3713,0.0
3714,0.0
3716,0.0
3718,0.0
3720,0.0
3721,0.0
3723,0.0
3724,0.0
3726,0.0
3728,0.0
3730,0.0
3732,0.0
3735,0.0
3738,0.0
3742,0.0
3743,0.0
3745,0.0
3747,0.0
3749,0.0
3751,0.0
3754,0.0
3756,0.0
3760,0.0
3761,0.0
3763,0.0
3764,0.0
3766,0.0
3769,0.0
3770,0.0
3772,0.0
3773,0.0
3775,0.0
3778,0.0
3781,0.0
3783,0.0
3784,0.0
3787,0.0
3788,0.0
3791,0.0
3793,0.0
3794,0.0
3797,0.0
3801,5451.29
3804,0.0
3806,0.0
3808,0.0
3809,0.0
3813,0.0
3814,0.0
3819,0.0
3820,0.0
3821,0.0
3823,0.0
3825,0.0
3826,0.0
3827,0.0
3829,0.0
3831,0.0
3832,0.0
3834,0.0
3836,0.0
3838,0.0
3841,0.0
3845,0.0
3848,0.0
3849,0.0
3853,0.0
3856,0.0
3857,0.0
3860,0.0
3861,0.0
3863,0.0
3866,0.0
3868,0.0
3869,0.0
3871,0.0
3872,0.0
3875,0.0
3877,0.0
3879,0.0
3881,0.0
3882,0.0
3883,0.0
3885,0.0
3886,0.0
3888,0.0
3891,0.0
3895,6239.07
3896,0.0
3897,12555.36
3898,0.0
3900,0.0
3902,0.0
3905,0.0
3906,0.0
3908,0.0
3910,0.0
3912,0.0
3916,0.0
3917,0.0
3920,0.0
3921,0.0
3924,0.0
3925,0.0
3927,0.0
3929,0.0
3931,0.0
3932,0.0
3934,0.0
3936,0.0
3940,1551.38
3941,0.0
3942,0.0
3945,0.0
3947,0.0
3949,0.0
3950,0.0
3953,0.0
3955,0.0
3957,0.0
3959,0.0
3961,0.0
3962,0.0
3965,0.0
3968,0.0
3969,0.0
3974,0.0
3975,0.0
3978,0.0
3979,0.0
3980,0.0
3985,0.0
3988,0.0
3992,0.0
3994,0.0
3996,0.0
3999,0.0
4001,0.0
4003,0.0
4005,0.0
4007,0.0
4008,0.0
4010,0.0
4011,0.0
4014,0.0
4015,0.0
4019,0.0
4020,0.0
4023,0.0
4025,0.0
4027,0.0
4030,0.0
4031,0.0
4034,0.0
4035,0.0
4038,0.0
4040,0.0
4041,0.0
4043,0.0
4044,0.0
4046,0.0
4047,0.0
4050,0.0
4053,0.0
4055,0.0
4056,0.0
4057,0.0
4059,0.0
4060,0.0
4064,0.0
4067,0.0
4069,0.0
4071,0.0
4073,0.0
4075,0.0
4078,0.0
4079,0.0
4080,0.0
4082,0.0
4086,0.0
4088,0.0
4090,0.0
4091,0.0
4094,1309.81
4095,0.0
4097,0.0
4099,0.0
4101,0.0
4103,0.0
4107,0.0
4109,0.0
4112,0.0
4114,0.0
4115,0.0
4117,0.0
4118,0.0
4121,0.0
4122,0.0
4125,0.0
4127,0.0
4128,0.0
4130,0.0
4131,0.0
4132,0.0
4135,0.0
4136,0.0
4139,0.0
4140,0.0
4143,0.0
4145,0.0
4146,0.0
4148,0.0
4151,0.0
4153,0.0
4155,0.0
4156,0.0
4158,0.0
4160,0.0
4161,0.0
4163,0.0
4165,0.0
4169,0.0
4171,0.0
4173,0.0
4174,0.0
4178,326.57
4180,0.0
4181,0.0
4182,0.0
4186,0.0
4187,0.0
4190,0.0
4192,0.0
4194,0.0
4197,0.0
4198,0.0
4199,0.0
4201,0.0
4204,0.0
4207,0.0
4209,0.0
4212,0.0
4214,409.13
4217,0.0
4220,0.0
4222,0.0
4224,0.0
4226,0.0
4228,0.0
4230,0.0
4232,532.4
4232,941.39
4234,0.0
4236,0.0
4239,0.0
4241,0.0
4245,0.0
4248,0.0
4249,0.0
4250,0.0
4252,0.0
4254,0.0
4256,0.0
4257,0.0
4259,0.0
4261,0.0
4263,549.21
4266,0.0
4268,0.0
4270,0.0
4271,0.0
4274,0.0
